nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;pourcentageSubvention;type
Département de la Somme;22800001400016;2017/09/27;5.1;SOMME PATRIMOINE EPCC;20007368200011;SUBVENTION DE FONCTIONNEMENT 2017;197 800,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/09/27_2019/09/26;1;fonctionnement
Département de la Somme;22800001400016;2017/09/29;2.2;CONFEDERATION GENERALE DES PETITES ET MOYENNES ENTREPRISES;35262168400039;ACTION INSER ENTREPRISES;29 750,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/09/29_2019/09/28;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;CHES PANSES VERTES;32970346600048;SUBVENTION DE FONCTIONNEMENT 2017 -CHES PANSES VERTES;40 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;EPCC - POLE NATIONAL DU CIRQUE ET DES ARTS DE LA RUE;20003191200013;subvention de fonctionnement  2017 - epcc cirque;30 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;JOURNEES CINEMA AMIENS;31813284200028;subvention 2017- festival du film novembre 2017- JOURNEES CINEMA AMIENS;30 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;LUNE DES PIRATES;37779657800021;SUBVENTION DE FONCTIONNEMENT 2017- LUNE DES PIRATES;43 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montatn de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;ON A MARCHE SUR LA BULLE;40320291400012;SUBVENTION DE FONCTIONNEMENT 2017- ON A MARCHE SUR LA BULLE;30 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.1;ORCHESTRE DE PICARDIE;78060373400036;SUBVENTION DE FONCTIONNEMENT 2017 -ORCHESTRE DE PICARDIE;48 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/02;5.2;CA DE LA BAIE DE SOMME;20007099300015;SUBVENTION DE FONCTIONNEMENT 2017 - ECOLE DE MUSIQUE INTERCO MULTISITES CA BAIE DE SOMME SUD;30 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/02_2019/10/01;1;fonctionnement
Département de la Somme;22800001400016;2017/10/03;2.5;CCAS AMIENS;26800067600018;subvention accordée par la CF2017 pour l'organisation d'un salon Séniors;25 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/03_2019/10/02;1;fonctionnement
Département de la Somme;22800001400016;2017/10/04;2.3;ABBEVILLE;21800001600012;ateliers et chantiers d'insertion;189 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/04_2019/10/03;1;fonctionnement
Département de la Somme;22800001400016;2017/10/04;2.3;AMIENS AVENIR JEUNES;32776460100024;l'école de la 2ème chance;60 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/04_2019/10/03;1;fonctionnement
Département de la Somme;22800001400016;2017/10/04;2.3;AMIENS METROPOLE COMMUN.AGLO.;24800053100017;accompagnement des bénéficiaires du RSA;90 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/10/04_2019/10/03;1;fonctionnement
Département de la Somme;22800001400016;2017/10/12;2.5;CCAS AMIENS;26800067600018;subvention accordée par la CF pour la formation des PA à l'outil numérique;42 000,00;aide en numéraire;une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu'à hauteur de 50% du montant prévisionnel de la subvention. Des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €. Le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.;2017/10/12_2019/10/11;1;fonctionnement
Département de la Somme;22800001400016;2017/10/12;2.5;CCAS AMIENS;26800067600018;"subvention accordée par la CF pour la réalisation d'un diagnostic ""conditions de vie"" au domicile des PA - (prévention des chutes)";30 000,00;aide en numéraire;une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu'à hauteur de 50% du montant prévisionnel de la subvention. Des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €. Le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.;2017/10/12_2019/10/11;1;fonctionnement
Département de la Somme;22800001400016;2017/10/20;6.1;ERCHEU;21800267300018;Création d'une supérette, sur une assiette subventionnable estimée à 570 006 € HT;40 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30 % du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une lettre de commande ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.";2017/10/20_2021/10/19;1;investissement
Département de la Somme;22800001400016;2017/10/26;2.3;CONSEIL DEPARTEMENTAL DE LA SOMME;22800001400016;OPERATION ACCOMPAGNEMENT SOCIOPROFESSIONNEL DES BENEFICIAIRES DU RSA ET DES DEMANDEURS D'EMPLOI;434 424,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/10/26_2019/10/25;1;fonctionnement
Département de la Somme;22800001400016;2017/10/26;2.3;CONSEIL DEPARTEMENTAL DE LA SOMME;22800001400016;OPERATION MISE EN OEUVRE DES CLAUSES SOCIALES AU SEIN DES MARCHES PUBLICS;35 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/10/26_2019/10/25;1;fonctionnement
Département de la Somme;22800001400016;2017/10/30;2.2;SYNAPSE INSERTION;80328733300014;ACTION LES ATELIERS DU MARAIS;42 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/10/30_2019/10/29;1;fonctionnement
Département de la Somme;22800001400016;2017/11/09;6.4;CCom Val de Somme;24800049900017;Projet de signalétique de valorisation de patrimoine sur le territoire Val de Somme, sur une assiette subventionable estimée à 191 142 € HT;57 343,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5 % du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/11/09_2021/11/08;1;investissement
Département de la Somme;22800001400016;2017/11/22;2.2;APREMIS;38488500000032;ACTION PASSERELLES POUR L'EMPLOI ACCOMPAGNEMENT SOCIOPROFESSIONNEL;42 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/11/22_2019/11/21;1;fonctionnement
Département de la Somme;22800001400016;2017/11/22;2.2;PROM. FORM. EMPLOI 5 CANTONS;32942741300037;ACTION LES ACI DE POIX DE PICARDIE;28 500,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/11/22_2019/11/21;1;fonctionnement
Département de la Somme;22800001400016;2017/11/22;2.2;VILLE D'AMIENS;21800019800018;ACTION CHANTIER D'INSERTION LA CITADELLE;30 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/11/22_2019/11/21;1;fonctionnement
Département de la Somme;22800001400016;2017/11/22;2.2;VIMEU INSERTION SOC ET PRO.;32642184900067;ACTION ACCOMPAGNEMENT DANS L'EMPLOI AU SEIN DES SIAE;64 500,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/11/22_2019/11/21;1;fonctionnement
Département de la Somme;22800001400016;2017/12/12;2.3;ADIL 80;38944069400013;subvention de fonctionnement pour l'année 2017.;43 500,00;aide en numéraire;"une avance de 50 % dès la notification de la présente convention ; un acompte de 40 % fin 2017 sur présentation du rapport d’activités 2016 et d’un rapport d’activité partiel de l’année 2017 ; le solde soit 10 % début 2018 sur présentation d’un bilan financier et du rapport d’activité de l’année 2017. La demande de versement du solde doit être formulée dans les 6 mois suivant la fin de réalisation de l’opération.";2017/12/12_2019/12/11;1;fonctionnement
Département de la Somme;22800001400016;2017/12/13;2.2;Artois Insertion Ressourcerie;38745382200034;ACTION ACCOMPAGNEMENT DANS L'EMPLOI AU SEIN DE LA RESSOURCERIE AIR;28 719,64;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/12/13_2019/12/12;1;fonctionnement
Département de la Somme;22800001400016;2017/12/14;2.3;AMIENS METROPOLE COMMUN.AGLO.;24800053100017;OPERATION FACILITATEURS D'ACCES A L'EMPLOI PLIE 2017;70 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/12/14_2019/12/13;1;fonctionnement
Département de la Somme;22800001400016;2017/12/14;2.3;AMIENS METROPOLE COMMUN.AGLO.;24800053100017;OPERATION PLIE REFERENTS DE PARCOURS;222 000,00;aide en numéraire;La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement finale. Le versement du solde est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait conformément aux dispositions des articles 7 et 8 de la convention.;2017/12/14_2019/12/13;1;fonctionnement
Département de la Somme;22800001400016;2017/12/14;6.4;CHEMIN DE FER BAIE DE SOMME;32774369600012;Programme d'investissement 2017, sur un budget prévisionnel estimé à 336 266 € HT;71 000,00;aide en numéraire;"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une lettre de commande ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.";2017/12/14_2021/12/13;1;investissement
Département de la Somme;22800001400016;2017/12/18;17.1.43;SOMME PATRIMOINE EPCC;20007368200011;subvention de fonctionnement 2018;419 300,00;Aide en numéraire;"Le règlement de la dotation de fonctionnement interviendra selon l’échéancier suivant :une avance d'un montant de 419 300 € a été versée en janvier 2018 ;des acomptes seront ensuite versés selon le calendrier suivant : 310 000 € en mars, 310 000 € en juin, 230 000 € en septembre. le solde, soit 143 244€ en décembre";2017/12/18_2019/12/17;1;fonctionnement
Département de la Somme;22800001400016;2017/12/22;6.1;HARBONNIERES;21800399400017;Création d'une supérette, sur un montant subventionnable estimé à 581 463 € HT;40 000,00;aide en numéraire;"des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.";2017/12/22_2021/12/21;1;investissement
